link,title,tagline,number_star_rating,number_of_eval,instructor_img,instructor_name,finaid,metrics,skills,description,applied_learning_project
/specializations/game-development,Spécialisation Conception et développement de jeux,"Spécialisation Conception et développement de jeuxBuild a Game Using Unity 3D. Design and create your own game, and bring it to market, in five hands-on courses.",4.6étoiles,"7,257 évaluations",,Brian Winn +1 enseignant de plus,,"45,175 consultations récentes","[""Video Game Development"", ""Video Game Design"", ""Unity (User Interface)"", ""Game Design"", ""C Sharp (C#) (Programming Language)"", ""Game Design Document"", ""Marketing Communications"", ""Product Development"", ""Planning"", ""New Product Development"", ""Entrepreneurship""]","Break into the video game industry with theoretical, technical, and business knowledge from one of the world’s best programs.

This Specialization covers the theoretical and practical foundations of video game production using the Unity 3D game engine. The Specialization is taught by faculty at Michigan State University with over fifty years of combined experience building games and teaching game production. Michigan State University is one of the top-rated game design and development programs in North America. You’ll learn to develop a game concept; prototype, test, and iterate on your ideas; and navigate licensing, marketing, and other business considerations. The specialization builds a solid foundation for industry roles as a gameplay designer, level designer, technical designer, technical artist, programmer, or producer. The capstone partner for the specialization is the online game portal Kongregate, which provides an avenue for distribution of the capstone project, as well as a pathway for monetization for aspiring game developers.","Projet d'apprentissage appliquéLearners will build four complete Unity3D game projects by
applying knowledge and skills including: using the Unity3D editor to develop a
game, understanding the game asset pipeline, designing effective game levels, C#
programming, and building and deploying games. In the final Capstone Project, you’ll build an original
market-ready game while interacting with a supportive community of designers
and developers. "
/learn/augmented-reality,Getting started with Augmented Reality,Getting started with Augmented Reality,4.3étoiles,,,Marius Preda +2 enseignants de plus,,"5,453 consultations récentes",[],"This course will teach you the basics of developing mobile applications using Mixed and Augmented Reality (MAR) technologies.Through hands-on projects, you’ll learn practical techniques to rapidly and easily prototype three different applications for Android smartphones and tablets – even with no previous coding experience.

If you’re a creative entrepreneur, this is your ideal introduction to today’s trends in the products and technologies of the emerging augmented reality market.

If you’re a journalist, media/content producer or teacher, you’ll discover how to augment print-based media with sounds, images and videos, and see how to create an augmented city map and geo-located augmented reality game for your audience.

If you’re a web designer or app developer, you’ll gain a range of technological building blocks that you can integrate into your service portfolio.

Whatever your background, you’ll learn how to design cutting-edge visual experiences that will enhance your job prospects.

What you’ll learn

•	All about the main MAR products and technologies on the market today
•	How to build three different augmented reality applications using an augmented reality browser and authoring tools
•	How to include image recognition and object tracking 
•	How to use geolocation functionality for outdoor augmented reality
•	Details of the ISO-ARAF standard, an innovative language for representing augmented reality content

Prerequisites

•	You don’t need any prior technical knowledge to take this course. 

•	If you’re familiar with markup languages (HTML, XML, etc) and content management systems, you may be more at ease  with the key concepts and techniques.

This MOOC is supported by the Patrick and Lina Drahi Foundation.

Follow us!
Twitter : https://twitter.com/MOOCMAR
Facebook : https://www.facebook.com/MOOCMAR/",
/specializations/virtual-reality,Spécialisation Réalité virtuelle,Spécialisation Réalité virtuelleStart your journey in Virtual Reality. Develop your knowledge and create your own VR application.,4.5étoiles,"1,804 évaluations",, Dr Sylvia Xueni Pan +1 enseignant de plus,,"17,174 consultations récentes",[],"This specialisation from the University of London will introduce you to virtual reality.

Virtual reality is one of the most highly requested skill sets in the jobs market, and this specialisation will give you an introduction to the subject and key skills in the field. You will hear from world-leading lecturers and industry experts, use Unity to develop your own VR environment, and end the specialisation by creating your first VR game.","Projet d'apprentissage appliquéBy the end of the specialisation you will be able to develop your very own Virtual Reality game. You will take the skills you have developed in each of the preceding courses and, using Unity, you will put these into practice to create your first virtual reality game. "
/learn/introduction-virtual-reality,Introduction to Virtual Reality,Introduction to Virtual Reality,4.7étoiles,,, Dr Sylvia Xueni Pan +1 enseignant de plus,,"308,838 consultations récentes",[],"This course will introduce you to Virtual Reality (VR). The course will teach you everything from the basics of VR- the hardware and the history of VR- to different applications of VR, the psychology of Virtual Reality, and the challenges of the medium.The course is designed for people who are new to VR as a medium. You may have experienced some virtual reality before, and may have some hardware- but this course is suitable to individuals who have never experienced VR and those who do not have much hardware- we will explain Mobile VR as well as devices such as the Oculus Rift and HTC Vive.

Introduction to Virtual Reality is the first course in the Virtual Reality Specialisation. A learner with no previous experience in Virtual Reality and/or game programming will be able to evaluate existing VR applications, and design, test, and implement their own VR experiences/games using Unity by the end of the specialisation.",
/specializations/programming-unity-game-development,Spécialisation C# Programming for Unity Game Development,Spécialisation C# Programming for Unity Game DevelopmentLearn to Program Unity Games with C#. Learn C# programming and how to use C# in Unity games,4.7étoiles,,,,,"35,072 consultations récentes","[""Video Game Development"", ""C Sharp (C#) (Programming Language)"", ""Unity (User Interface)"", ""Game Programming""]","This specialization is intended for beginning programmers who want to learn how to program Unity games using C#. The first course assumes no programming experience, and throughout the 4 courses in the specialization you'll learn how to program in C# and how to use that C# knowledge to program Unity games. The C# and Unity material in the courses in the specialization is slightly more comprehensive than the content in the first 2 game programming courses at UCCS.

“Unity” is a trademark or registered trademark of Unity Technologies or its affiliates in the U.S. and elsewhere.

The courses in this specialization are independent works and are not sponsored by, authorized by, or affiliated with Unity Technologies or its affiliates","Projet d'apprentissage appliquéEach of the courses includes 10-20 exercises designed to teach you small concepts in C# and Unity. You'll also develop several larger C# console applications and Unity prototypes as well as 2 complete games, all of them designed to teach you 
important C# and Unity concepts."
/specializations/game-development,Spécialisation Conception et développement de jeux,"Spécialisation Conception et développement de jeuxBuild a Game Using Unity 3D. Design and create your own game, and bring it to market, in five hands-on courses.",4.6étoiles,"7,257 évaluations",,Brian Winn +1 enseignant de plus,,"45,175 consultations récentes","[""Video Game Development"", ""Video Game Design"", ""Unity (User Interface)"", ""Game Design"", ""C Sharp (C#) (Programming Language)"", ""Game Design Document"", ""Marketing Communications"", ""Product Development"", ""Planning"", ""New Product Development"", ""Entrepreneurship""]","Break into the video game industry with theoretical, technical, and business knowledge from one of the world’s best programs.

This Specialization covers the theoretical and practical foundations of video game production using the Unity 3D game engine. The Specialization is taught by faculty at Michigan State University with over fifty years of combined experience building games and teaching game production. Michigan State University is one of the top-rated game design and development programs in North America. You’ll learn to develop a game concept; prototype, test, and iterate on your ideas; and navigate licensing, marketing, and other business considerations. The specialization builds a solid foundation for industry roles as a gameplay designer, level designer, technical designer, technical artist, programmer, or producer. The capstone partner for the specialization is the online game portal Kongregate, which provides an avenue for distribution of the capstone project, as well as a pathway for monetization for aspiring game developers.","Projet d'apprentissage appliquéLearners will build four complete Unity3D game projects by
applying knowledge and skills including: using the Unity3D editor to develop a
game, understanding the game asset pipeline, designing effective game levels, C#
programming, and building and deploying games. In the final Capstone Project, you’ll build an original
market-ready game while interacting with a supportive community of designers
and developers. "
/learn/augmented-reality,Getting started with Augmented Reality,Getting started with Augmented Reality,4.3étoiles,141 évaluations,,Marius Preda +2 enseignants de plus,,"5,453 consultations récentes",[],"This course will teach you the basics of developing mobile applications using Mixed and Augmented Reality (MAR) technologies.Through hands-on projects, you’ll learn practical techniques to rapidly and easily prototype three different applications for Android smartphones and tablets – even with no previous coding experience.

If you’re a creative entrepreneur, this is your ideal introduction to today’s trends in the products and technologies of the emerging augmented reality market.

If you’re a journalist, media/content producer or teacher, you’ll discover how to augment print-based media with sounds, images and videos, and see how to create an augmented city map and geo-located augmented reality game for your audience.

If you’re a web designer or app developer, you’ll gain a range of technological building blocks that you can integrate into your service portfolio.

Whatever your background, you’ll learn how to design cutting-edge visual experiences that will enhance your job prospects.

What you’ll learn

•	All about the main MAR products and technologies on the market today
•	How to build three different augmented reality applications using an augmented reality browser and authoring tools
•	How to include image recognition and object tracking 
•	How to use geolocation functionality for outdoor augmented reality
•	Details of the ISO-ARAF standard, an innovative language for representing augmented reality content

Prerequisites

•	You don’t need any prior technical knowledge to take this course. 

•	If you’re familiar with markup languages (HTML, XML, etc) and content management systems, you may be more at ease  with the key concepts and techniques.

This MOOC is supported by the Patrick and Lina Drahi Foundation.

Follow us!
Twitter : https://twitter.com/MOOCMAR
Facebook : https://www.facebook.com/MOOCMAR/",
/specializations/virtual-reality,Spécialisation Réalité virtuelle,Spécialisation Réalité virtuelleStart your journey in Virtual Reality. Develop your knowledge and create your own VR application.,4.5étoiles,"1,804 évaluations",, Dr Sylvia Xueni Pan +1 enseignant de plus,,"17,174 consultations récentes",[],"This specialisation from the University of London will introduce you to virtual reality.

Virtual reality is one of the most highly requested skill sets in the jobs market, and this specialisation will give you an introduction to the subject and key skills in the field. You will hear from world-leading lecturers and industry experts, use Unity to develop your own VR environment, and end the specialisation by creating your first VR game.","Projet d'apprentissage appliquéBy the end of the specialisation you will be able to develop your very own Virtual Reality game. You will take the skills you have developed in each of the preceding courses and, using Unity, you will put these into practice to create your first virtual reality game. "
/learn/introduction-virtual-reality,Introduction to Virtual Reality,Introduction to Virtual Reality,4.7étoiles,"1,327 évaluations",, Dr Sylvia Xueni Pan +1 enseignant de plus,,"308,838 consultations récentes",[],"This course will introduce you to Virtual Reality (VR). The course will teach you everything from the basics of VR- the hardware and the history of VR- to different applications of VR, the psychology of Virtual Reality, and the challenges of the medium.The course is designed for people who are new to VR as a medium. You may have experienced some virtual reality before, and may have some hardware- but this course is suitable to individuals who have never experienced VR and those who do not have much hardware- we will explain Mobile VR as well as devices such as the Oculus Rift and HTC Vive.

Introduction to Virtual Reality is the first course in the Virtual Reality Specialisation. A learner with no previous experience in Virtual Reality and/or game programming will be able to evaluate existing VR applications, and design, test, and implement their own VR experiences/games using Unity by the end of the specialisation.",
/specializations/programming-unity-game-development,Spécialisation C# Programming for Unity Game Development,Spécialisation C# Programming for Unity Game DevelopmentLearn to Program Unity Games with C#. Learn C# programming and how to use C# in Unity games,4.7étoiles,,,,,"35,072 consultations récentes","[""Video Game Development"", ""C Sharp (C#) (Programming Language)"", ""Unity (User Interface)"", ""Game Programming""]","This specialization is intended for beginning programmers who want to learn how to program Unity games using C#. The first course assumes no programming experience, and throughout the 4 courses in the specialization you'll learn how to program in C# and how to use that C# knowledge to program Unity games. The C# and Unity material in the courses in the specialization is slightly more comprehensive than the content in the first 2 game programming courses at UCCS.

“Unity” is a trademark or registered trademark of Unity Technologies or its affiliates in the U.S. and elsewhere.

The courses in this specialization are independent works and are not sponsored by, authorized by, or affiliated with Unity Technologies or its affiliates","Projet d'apprentissage appliquéEach of the courses includes 10-20 exercises designed to teach you small concepts in C# and Unity. You'll also develop several larger C# console applications and Unity prototypes as well as 2 complete games, all of them designed to teach you 
important C# and Unity concepts."
/specializations/game-development,Spécialisation Conception et développement de jeux,"Spécialisation Conception et développement de jeuxBuild a Game Using Unity 3D. Design and create your own game, and bring it to market, in five hands-on courses.",4.6étoiles,"7,257 évaluations",,Brian Winn +1 enseignant de plus,,"45,175 consultations récentes","[""Video Game Development"", ""Video Game Design"", ""Unity (User Interface)"", ""Game Design"", ""C Sharp (C#) (Programming Language)"", ""Game Design Document"", ""Marketing Communications"", ""Product Development"", ""Planning"", ""New Product Development"", ""Entrepreneurship""]","Break into the video game industry with theoretical, technical, and business knowledge from one of the world’s best programs.

This Specialization covers the theoretical and practical foundations of video game production using the Unity 3D game engine. The Specialization is taught by faculty at Michigan State University with over fifty years of combined experience building games and teaching game production. Michigan State University is one of the top-rated game design and development programs in North America. You’ll learn to develop a game concept; prototype, test, and iterate on your ideas; and navigate licensing, marketing, and other business considerations. The specialization builds a solid foundation for industry roles as a gameplay designer, level designer, technical designer, technical artist, programmer, or producer. The capstone partner for the specialization is the online game portal Kongregate, which provides an avenue for distribution of the capstone project, as well as a pathway for monetization for aspiring game developers.","Projet d'apprentissage appliquéLearners will build four complete Unity3D game projects by
applying knowledge and skills including: using the Unity3D editor to develop a
game, understanding the game asset pipeline, designing effective game levels, C#
programming, and building and deploying games. In the final Capstone Project, you’ll build an original
market-ready game while interacting with a supportive community of designers
and developers. "
/learn/augmented-reality,Getting started with Augmented Reality,Getting started with Augmented Reality,4.3étoiles,,,Marius Preda +2 enseignants de plus,,"5,453 consultations récentes",[],"This course will teach you the basics of developing mobile applications using Mixed and Augmented Reality (MAR) technologies.Through hands-on projects, you’ll learn practical techniques to rapidly and easily prototype three different applications for Android smartphones and tablets – even with no previous coding experience.

If you’re a creative entrepreneur, this is your ideal introduction to today’s trends in the products and technologies of the emerging augmented reality market.

If you’re a journalist, media/content producer or teacher, you’ll discover how to augment print-based media with sounds, images and videos, and see how to create an augmented city map and geo-located augmented reality game for your audience.

If you’re a web designer or app developer, you’ll gain a range of technological building blocks that you can integrate into your service portfolio.

Whatever your background, you’ll learn how to design cutting-edge visual experiences that will enhance your job prospects.

What you’ll learn

•	All about the main MAR products and technologies on the market today
•	How to build three different augmented reality applications using an augmented reality browser and authoring tools
•	How to include image recognition and object tracking 
•	How to use geolocation functionality for outdoor augmented reality
•	Details of the ISO-ARAF standard, an innovative language for representing augmented reality content

Prerequisites

•	You don’t need any prior technical knowledge to take this course. 

•	If you’re familiar with markup languages (HTML, XML, etc) and content management systems, you may be more at ease  with the key concepts and techniques.

This MOOC is supported by the Patrick and Lina Drahi Foundation.

Follow us!
Twitter : https://twitter.com/MOOCMAR
Facebook : https://www.facebook.com/MOOCMAR/",
/learn/objective-c,Foundations of Objective-C App Development,Foundations of Objective-C App Development,4.7étoiles,526 évaluations,,Don Patterson +1 enseignant de plus,,"9,912 consultations récentes",[],"An introduction to the Objective-C programming language.  This will prepare you for more extensive iOS app development and build a foundation for advanced iOS development topics.Objective-C programming requires a Mac laptop or desktop computer.  An iOS device is optional if the learner is willing to working exclusively with the simulator.  Some learners have been able to work with an OS X virtual machine on Windows, but explaining how to do that is beyond the scope of this course.

Upon completing this course, you will be able to:
1.       Read and write Objective-C
2.       Have a strong grasp of Objective-C objects
3.       Organize their code professionally using objects and blocks
4.       Prototype several entry-level apps",
/learn/security,Networking and Security in iOS Applications,Networking and Security in iOS Applications,4.5étoiles,247 évaluations,,Don Patterson +1 enseignant de plus,,"6,205 consultations récentes",[],"You will learn to extend your knowledge of making iOS apps so that they can securely interact with web services and receive push notifications. You'll learn how to store data securely on a device using Core Data.  You’ll also learn to securely deploy apps to the App Store and beta users over-the-air.The format of the course is through a series of code tutorials.  We will walk you through the creation of several apps that you can keep as a personal app toolbox.  When you make your own apps after this course, you can bring in these capabilities as needed.  When necessary we pop out of the code tutorials to talk about concepts at a higher level so that what you are programming makes sense.

Upon completing this course, you will be able to:
1.       Post Facebook, Twitter, Sina Weibo, Tencent Weibo messages to social media using single sign-on on behalf of a user.
2.       Use OAuth 2.0 to securely authenticate to Instagram and retrieve photos on behalf of a user
3.       JSON
4.       Describe JSON’s syntax
5.       Write well-formed JSON
6.       Work with JSON data objects in Objective-C
7.       Appropriately set the security settings for App Transport Security in iOS 9.0
8.       Use http, https and https with perfect forward secrecy to fetch web resources
9.       Obtain permissions to receive local push notifications
11.       Write an app that can send and receive local push notifications
12.       Obtain permissions to receive remote push notifications
13.       Write an app that can receive remote push notifications
14.       Authenticate using Apple’s cryptographic services such that the developer can use 3rd party infrastructure to send remote push notifications to their app.
15.       Securely store data on the user’s device.
16.       Authenticate using Apple’s cryptographic services such that they can deploy an app to the app store",
/learn/ui,Best Practices for iOS User Interface Design,Best Practices for iOS User Interface Design,4.6étoiles,184 évaluations,,Don Patterson +1 enseignant de plus,,"4,047 consultations récentes",[],"You will learn to develop sophisticated user interfaces for iOS, with a focus on user interface design best practices, UI animations, and responsive design. You will learn about the key UI widgets, mapping interfaces and view restoration.",
/learn/games,"Games, Sensors and Media","Games, Sensors and Media",4.5étoiles,55 évaluations,,Don Patterson +1 enseignant de plus,,"2,893 consultations récentes",[],"You will learn to make fluid digital interactive experiences that are suitable for gaming and use the advanced sensor hardware built into the iPhone and iPad. This includes drawing 2D graphics, playing sounds and music, integrating with Game Center, the iOS physics engine and detecting device orientation and location.Upon completing this course, you will be able to:
1.       Use the reverse geocode service to convert latitude and longitude to location names
2.       Implement GeoFences to make an app efficiently monitor an iOS device’s location
3.       Leverage the power of accelerometers, magnetometers and gyroscopes to orient a device in physical space
4.       Create an app that responds to ambient light levels by using screen brightness as a proxy
5.       Play sound effects and other media as audio
6.       Make a game like Pong
7.       Make a game like Breakout
8.       Manipulate graphics in a game environment
9.       Use the physics engine to create realistic game worlds
10.     React to multi-touch events for complex interaction design
11.     Detect and respond to collisions and contacts efficiently
12.     Chain complex sequences of actions, animations and sounds with precision
13.     Animate multi-frame sprites
14.     Create particle systems to simulate fire, smoke and magic (and more!)
15.     Interface with Game Center to create leaderboards and achievements that can be shared through social networks",
/learn/kotlin-for-java-developers,Kotlin for Java Developers,Kotlin for Java Developers,4.7étoiles,"1,271 évaluations",,Svetlana Isakova +1 enseignant de plus,,"151,710 consultations récentes",[],"The Kotlin programming language is a modern language that gives you more power for your everyday tasks. Kotlin is concise, safe, pragmatic, and focused on interoperability with Java code. It can be used almost everywhere Java is used today: for server-side development, Android apps, and much more. Kotlin is 100% compatible with all existing Java frameworks, and has good tooling support. It’s a pragmatic language with a very low learning curve, and can be quickly grasped by Java developers. Kotlin code might be compiled not only to JVM bytecode but to JavaScript and Native code as well, but this course is focused on Kotlin/JVM.This course aims to share with you the power and the beauty of Kotlin. We'll have a basic overview of the language, as well as a discussion of many corner cases, especially concerning Java interoperability. The course is based on your Java experience; it shows the similarities between the two languages and focuses on what's going to be different. 
Note that this course won't cover the programming fundamentals. We'll discuss: basic syntax, nullability, functional programming with Kotlin, object-oriented programming with Kotlin, the power of the Kotlin standard library, and Java interoperability.",
/learn/app-inventor-android,Developing Android Apps with App Inventor,Developing Android Apps with App Inventor,4.2étoiles,199 évaluations,,,,"74,089 consultations récentes",[],"The course will give students hands-on experience in developing interesting Android applications. No previous experience in programming is needed, and the course is suitable for students with any level of computing experience. MIT App Inventor will be used in the course. It is a blocks-based programming tool that allows everyone, even novices, to start programming and build fully functional apps for Android devices. Students are encouraged to use their own Android devices for hands-on testing and exploitation.",
/learn/objective-c,Foundations of Objective-C App Development,Foundations of Objective-C App Development,4.7étoiles,526 évaluations,,Don Patterson +1 enseignant de plus,,"9,912 consultations récentes",[],"An introduction to the Objective-C programming language.  This will prepare you for more extensive iOS app development and build a foundation for advanced iOS development topics.Objective-C programming requires a Mac laptop or desktop computer.  An iOS device is optional if the learner is willing to working exclusively with the simulator.  Some learners have been able to work with an OS X virtual machine on Windows, but explaining how to do that is beyond the scope of this course.

Upon completing this course, you will be able to:
1.       Read and write Objective-C
2.       Have a strong grasp of Objective-C objects
3.       Organize their code professionally using objects and blocks
4.       Prototype several entry-level apps",
/learn/security,Networking and Security in iOS Applications,Networking and Security in iOS Applications,4.5étoiles,,,Don Patterson +1 enseignant de plus,,"6,205 consultations récentes",[],"You will learn to extend your knowledge of making iOS apps so that they can securely interact with web services and receive push notifications. You'll learn how to store data securely on a device using Core Data.  You’ll also learn to securely deploy apps to the App Store and beta users over-the-air.The format of the course is through a series of code tutorials.  We will walk you through the creation of several apps that you can keep as a personal app toolbox.  When you make your own apps after this course, you can bring in these capabilities as needed.  When necessary we pop out of the code tutorials to talk about concepts at a higher level so that what you are programming makes sense.

Upon completing this course, you will be able to:
1.       Post Facebook, Twitter, Sina Weibo, Tencent Weibo messages to social media using single sign-on on behalf of a user.
2.       Use OAuth 2.0 to securely authenticate to Instagram and retrieve photos on behalf of a user
3.       JSON
4.       Describe JSON’s syntax
5.       Write well-formed JSON
6.       Work with JSON data objects in Objective-C
7.       Appropriately set the security settings for App Transport Security in iOS 9.0
8.       Use http, https and https with perfect forward secrecy to fetch web resources
9.       Obtain permissions to receive local push notifications
11.       Write an app that can send and receive local push notifications
12.       Obtain permissions to receive remote push notifications
13.       Write an app that can receive remote push notifications
14.       Authenticate using Apple’s cryptographic services such that the developer can use 3rd party infrastructure to send remote push notifications to their app.
15.       Securely store data on the user’s device.
16.       Authenticate using Apple’s cryptographic services such that they can deploy an app to the app store",
/learn/ui,Best Practices for iOS User Interface Design,Best Practices for iOS User Interface Design,4.6étoiles,,,Don Patterson +1 enseignant de plus,,"4,047 consultations récentes",[],"You will learn to develop sophisticated user interfaces for iOS, with a focus on user interface design best practices, UI animations, and responsive design. You will learn about the key UI widgets, mapping interfaces and view restoration.",
/learn/games,"Games, Sensors and Media","Games, Sensors and Media",4.5étoiles,55 évaluations,,Don Patterson +1 enseignant de plus,,"2,893 consultations récentes",[],"You will learn to make fluid digital interactive experiences that are suitable for gaming and use the advanced sensor hardware built into the iPhone and iPad. This includes drawing 2D graphics, playing sounds and music, integrating with Game Center, the iOS physics engine and detecting device orientation and location.Upon completing this course, you will be able to:
1.       Use the reverse geocode service to convert latitude and longitude to location names
2.       Implement GeoFences to make an app efficiently monitor an iOS device’s location
3.       Leverage the power of accelerometers, magnetometers and gyroscopes to orient a device in physical space
4.       Create an app that responds to ambient light levels by using screen brightness as a proxy
5.       Play sound effects and other media as audio
6.       Make a game like Pong
7.       Make a game like Breakout
8.       Manipulate graphics in a game environment
9.       Use the physics engine to create realistic game worlds
10.     React to multi-touch events for complex interaction design
11.     Detect and respond to collisions and contacts efficiently
12.     Chain complex sequences of actions, animations and sounds with precision
13.     Animate multi-frame sprites
14.     Create particle systems to simulate fire, smoke and magic (and more!)
15.     Interface with Game Center to create leaderboards and achievements that can be shared through social networks",
/learn/kotlin-for-java-developers,Kotlin for Java Developers,Kotlin for Java Developers,4.7étoiles,,,Svetlana Isakova +1 enseignant de plus,,"151,710 consultations récentes",[],"The Kotlin programming language is a modern language that gives you more power for your everyday tasks. Kotlin is concise, safe, pragmatic, and focused on interoperability with Java code. It can be used almost everywhere Java is used today: for server-side development, Android apps, and much more. Kotlin is 100% compatible with all existing Java frameworks, and has good tooling support. It’s a pragmatic language with a very low learning curve, and can be quickly grasped by Java developers. Kotlin code might be compiled not only to JVM bytecode but to JavaScript and Native code as well, but this course is focused on Kotlin/JVM.This course aims to share with you the power and the beauty of Kotlin. We'll have a basic overview of the language, as well as a discussion of many corner cases, especially concerning Java interoperability. The course is based on your Java experience; it shows the similarities between the two languages and focuses on what's going to be different. 
Note that this course won't cover the programming fundamentals. We'll discuss: basic syntax, nullability, functional programming with Kotlin, object-oriented programming with Kotlin, the power of the Kotlin standard library, and Java interoperability.",
/learn/app-inventor-android,Developing Android Apps with App Inventor,Developing Android Apps with App Inventor,4.2étoiles,,,,,"74,089 consultations récentes",[],"The course will give students hands-on experience in developing interesting Android applications. No previous experience in programming is needed, and the course is suitable for students with any level of computing experience. MIT App Inventor will be used in the course. It is a blocks-based programming tool that allows everyone, even novices, to start programming and build fully functional apps for Android devices. Students are encouraged to use their own Android devices for hands-on testing and exploitation.",
/learn/objective-c,Foundations of Objective-C App Development,Foundations of Objective-C App Development,4.7étoiles,526 évaluations,,Don Patterson +1 enseignant de plus,,"9,912 consultations récentes",[],"An introduction to the Objective-C programming language.  This will prepare you for more extensive iOS app development and build a foundation for advanced iOS development topics.Objective-C programming requires a Mac laptop or desktop computer.  An iOS device is optional if the learner is willing to working exclusively with the simulator.  Some learners have been able to work with an OS X virtual machine on Windows, but explaining how to do that is beyond the scope of this course.

Upon completing this course, you will be able to:
1.       Read and write Objective-C
2.       Have a strong grasp of Objective-C objects
3.       Organize their code professionally using objects and blocks
4.       Prototype several entry-level apps",
/learn/security,Networking and Security in iOS Applications,Networking and Security in iOS Applications,4.5étoiles,,,Don Patterson +1 enseignant de plus,,"6,205 consultations récentes",[],"You will learn to extend your knowledge of making iOS apps so that they can securely interact with web services and receive push notifications. You'll learn how to store data securely on a device using Core Data.  You’ll also learn to securely deploy apps to the App Store and beta users over-the-air.The format of the course is through a series of code tutorials.  We will walk you through the creation of several apps that you can keep as a personal app toolbox.  When you make your own apps after this course, you can bring in these capabilities as needed.  When necessary we pop out of the code tutorials to talk about concepts at a higher level so that what you are programming makes sense.

Upon completing this course, you will be able to:
1.       Post Facebook, Twitter, Sina Weibo, Tencent Weibo messages to social media using single sign-on on behalf of a user.
2.       Use OAuth 2.0 to securely authenticate to Instagram and retrieve photos on behalf of a user
3.       JSON
4.       Describe JSON’s syntax
5.       Write well-formed JSON
6.       Work with JSON data objects in Objective-C
7.       Appropriately set the security settings for App Transport Security in iOS 9.0
8.       Use http, https and https with perfect forward secrecy to fetch web resources
9.       Obtain permissions to receive local push notifications
11.       Write an app that can send and receive local push notifications
12.       Obtain permissions to receive remote push notifications
13.       Write an app that can receive remote push notifications
14.       Authenticate using Apple’s cryptographic services such that the developer can use 3rd party infrastructure to send remote push notifications to their app.
15.       Securely store data on the user’s device.
16.       Authenticate using Apple’s cryptographic services such that they can deploy an app to the app store",
/learn/ui,Best Practices for iOS User Interface Design,Best Practices for iOS User Interface Design,4.6étoiles,,,Don Patterson +1 enseignant de plus,,"4,047 consultations récentes",[],"You will learn to develop sophisticated user interfaces for iOS, with a focus on user interface design best practices, UI animations, and responsive design. You will learn about the key UI widgets, mapping interfaces and view restoration.",
/learn/games,"Games, Sensors and Media","Games, Sensors and Media",4.5étoiles,55 évaluations,,Don Patterson +1 enseignant de plus,,"2,893 consultations récentes",[],"You will learn to make fluid digital interactive experiences that are suitable for gaming and use the advanced sensor hardware built into the iPhone and iPad. This includes drawing 2D graphics, playing sounds and music, integrating with Game Center, the iOS physics engine and detecting device orientation and location.Upon completing this course, you will be able to:
1.       Use the reverse geocode service to convert latitude and longitude to location names
2.       Implement GeoFences to make an app efficiently monitor an iOS device’s location
3.       Leverage the power of accelerometers, magnetometers and gyroscopes to orient a device in physical space
4.       Create an app that responds to ambient light levels by using screen brightness as a proxy
5.       Play sound effects and other media as audio
6.       Make a game like Pong
7.       Make a game like Breakout
8.       Manipulate graphics in a game environment
9.       Use the physics engine to create realistic game worlds
10.     React to multi-touch events for complex interaction design
11.     Detect and respond to collisions and contacts efficiently
12.     Chain complex sequences of actions, animations and sounds with precision
13.     Animate multi-frame sprites
14.     Create particle systems to simulate fire, smoke and magic (and more!)
15.     Interface with Game Center to create leaderboards and achievements that can be shared through social networks",
